date,MYS,VNM,PHL
2020-06-24,0.0,0.0,9.0
2020-06-25,0.0,0.0,18.0
2020-06-26,0.0,0.0,8.0
2020-06-27,0.0,0.0,12.0
2020-06-28,0.0,0.0,12.0
2020-06-29,0.0,0.0,8.0
2020-06-30,0.0,0.0,11.0
2020-07-01,0.0,0.0,11.0
2020-07-02,0.0,0.0,4.0
2020-07-03,0.0,0.0,4.0
2020-07-04,0.0,0.0,6.0
2020-07-05,0.0,0.0,10.0
2020-07-06,0.0,0.0,7.0
2020-07-07,0.0,0.0,6.0
2020-07-08,0.0,0.0,6.0
2020-07-09,0.0,0.0,5.0
2020-07-10,0.0,0.0,4.0
2020-07-11,0.0,0.0,42.0
2020-07-12,1.0,0.0,12.0
2020-07-13,0.0,0.0,162.0
2020-07-14,0.0,0.0,65.0
2020-07-15,0.0,0.0,4.0
2020-07-16,0.0,0.0,11.0
2020-07-17,0.0,0.0,29.0
2020-07-18,0.0,0.0,17.0
2020-07-19,0.0,0.0,113.0
2020-07-20,1.0,0.0,58.0
2020-07-21,0.0,0.0,4.0
2020-07-22,0.0,0.0,2.0
2020-07-23,0.0,0.0,6.0
2020-07-24,0.0,0.0,28.0
2020-07-25,0.0,0.0,8.0
2020-07-26,0.0,0.0,18.0
2020-07-27,1.0,0.0,35.0
2020-07-28,0.0,0.0,13.0
2020-07-29,0.0,0.0,2.0
2020-07-30,0.0,0.0,15.0
2020-07-31,0.0,0.0,21.0
2020-08-01,1.0,2.0,40.0
2020-08-02,0.0,1.0,16.0
2020-08-03,0.0,3.0,20.0
2020-08-04,0.0,2.0,45.0
2020-08-05,0.0,0.0,11.0
2020-08-06,0.0,0.0,8.0
2020-08-07,0.0,2.0,27.0
2020-08-08,0.0,0.0,18.0
2020-08-09,0.0,0.0,41.0
2020-08-10,0.0,1.0,61.0
2020-08-11,0.0,4.0,23.0
2020-08-12,0.0,2.0,19.0
2020-08-13,0.0,1.0,92.0
2020-08-14,0.0,3.0,22.0
2020-08-15,0.0,1.0,16.0
2020-08-16,0.0,1.0,158.0
2020-08-17,0.0,1.0,65.0
2020-08-18,0.0,1.0,16.0
2020-08-19,0.0,0.0,6.0
2020-08-20,0.0,0.0,108.0
2020-08-21,0.0,0.0,88.0
2020-08-22,0.0,0.0,57.0
2020-08-23,0.0,1.0,26.0
2020-08-24,0.0,1.0,32.0
2020-08-25,0.0,0.0,12.0
2020-08-26,0.0,0.0,28.0
2020-08-27,0.0,2.0,99.0
2020-08-28,0.0,1.0,97.0
2020-08-29,0.0,0.0,91.0
2020-08-30,0.0,2.0,94.0
2020-08-31,1.0,0.0,101.0
2020-09-01,1.0,2.0,38.0
2020-09-02,1.0,0.0,39.0
2020-09-03,0.0,0.0,26.0
2020-09-04,0.0,1.0,65.0
2020-09-05,0.0,0.0,49.0
2020-09-06,0.0,0.0,53.0
2020-09-07,0.0,0.0,85.0
2020-09-08,0.0,0.0,15.0
2020-09-09,0.0,0.0,26.0
2020-09-10,0.0,0.0,70.0
2020-09-11,0.0,0.0,80.0
2020-09-12,0.0,0.0,42.0
2020-09-13,0.0,0.0,184.0
2020-09-14,0.0,0.0,79.0
2020-09-15,0.0,0.0,259.0
2020-09-16,0.0,0.0,33.0
2020-09-17,0.0,0.0,69.0
2020-09-18,0.0,0.0,53.0
2020-09-19,1.0,0.0,45.0
2020-09-20,1.0,0.0,100.0
2020-09-21,0.0,0.0,54.0
2020-09-22,0.0,0.0,15.0
2020-09-23,0.0,0.0,50.0
2020-09-24,3.0,0.0,42.0
2020-09-25,0.0,0.0,36.0
2020-09-26,0.0,0.0,69.0
2020-09-27,0.0,0.0,88.0
2020-09-28,1.0,0.0,60.0
2020-09-29,0.0,0.0,37.0
2020-09-30,0.0,0.0,67.0
2020-10-01,2.0,0.0,56.0
2020-10-02,0.0,0.0,58.0
2020-10-03,0.0,0.0,54.0
2020-10-04,1.0,0.0,62.0
2020-10-05,0.0,0.0,98.0
2020-10-06,0.0,0.0,64.0
2020-10-07,4.0,0.0,25.0
2020-10-08,0.0,0.0,60.0
2020-10-09,5.0,0.0,144.0
2020-10-10,6.0,0.0,83.0
2020-10-11,3.0,0.0,86.0
2020-10-12,2.0,0.0,83.0
2020-10-13,2.0,0.0,11.0
2020-10-14,4.0,0.0,40.0
2020-10-15,4.0,0.0,77.0
2020-10-16,3.0,0.0,48.0
2020-10-17,6.0,0.0,34.0
2020-10-18,4.0,0.0,72.0
2020-10-19,7.0,0.0,49.0
2020-10-20,3.0,0.0,23.0
2020-10-21,3.0,0.0,15.0
2020-10-22,6.0,0.0,57.0
2020-10-23,5.0,0.0,36.0
2020-10-24,10.0,0.0,132.0
2020-10-25,7.0,0.0,19.0
2020-10-26,8.0,0.0,43.0
2020-10-27,7.0,0.0,62.0
2020-10-28,2.0,0.0,14.0
2020-10-29,8.0,0.0,61.0
2020-10-30,0.0,0.0,33.0
2020-10-31,3.0,0.0,38.0
2020-11-01,0.0,0.0,36.0
2020-11-02,0.0,0.0,17.0
2020-11-03,2.0,0.0,31.0
2020-11-04,12.0,0.0,49.0
2020-11-05,8.0,0.0,49.0
2020-11-06,6.0,0.0,42.0
2020-11-07,2.0,0.0,52.0
2020-11-08,3.0,0.0,24.0
2020-11-09,4.0,0.0,54.0
2020-11-10,8.0,0.0,108.0
2020-11-11,6.0,0.0,14.0
2020-11-12,2.0,0.0,49.0
2020-11-13,1.0,0.0,11.0
2020-11-14,1.0,0.0,31.0
2020-11-15,2.0,0.0,39.0
2020-11-16,3.0,0.0,41.0
2020-11-17,4.0,0.0,7.0
2020-11-18,5.0,0.0,23.0
2020-11-19,4.0,0.0,95.0
2020-11-20,4.0,0.0,41.0
2020-11-21,3.0,0.0,27.0
2020-11-22,3.0,0.0,55.0
2020-11-23,3.0,0.0,43.0
2020-11-24,2.0,0.0,50.0
2020-11-25,4.0,0.0,12.0
2020-11-26,4.0,0.0,30.0
2020-11-27,3.0,0.0,27.0
2020-11-28,2.0,0.0,13.0
2020-11-29,4.0,0.0,78.0
2020-11-30,3.0,0.0,40.0
2020-12-01,3.0,0.0,19.0
2020-12-02,3.0,0.0,26.0
2020-12-03,2.0,0.0,18.0
2020-12-04,11.0,0.0,10.0
2020-12-05,0.0,0.0,63.0
2020-12-06,4.0,0.0,17.0
2020-12-07,2.0,0.0,28.0
2020-12-08,2.0,0.0,18.0
2020-12-09,4.0,0.0,98.0
2020-12-10,5.0,0.0,7.0
2020-12-11,3.0,0.0,24.0
2020-12-12,6.0,0.0,8.0
2020-12-13,9.0,0.0,21.0
2020-12-14,4.0,0.0,3.0
2020-12-15,4.0,0.0,24.0
2020-12-16,3.0,0.0,55.0
2020-12-17,7.0,0.0,21.0
2020-12-18,3.0,0.0,17.0
2020-12-19,0.0,0.0,25.0
2020-12-20,1.0,0.0,36.0
2020-12-21,4.0,0.0,36.0
2020-12-22,1.0,0.0,10.0
2020-12-23,1.0,0.0,64.0
2020-12-24,5.0,0.0,27.0
2020-12-25,2.0,0.0,7.0
2020-12-26,3.0,0.0,7.0
2020-12-27,2.0,0.0,5.0
2020-12-28,1.0,0.0,42.0
2020-12-29,3.0,0.0,15.0
2020-12-30,2.0,0.0,38.0
2020-12-31,6.0,0.0,68.0
2021-01-01,8.0,0.0,14.0
2021-01-02,3.0,0.0,4.0
2021-01-03,9.0,0.0,5.0
2021-01-04,11.0,0.0,4.0
2021-01-05,7.0,0.0,6.0
2021-01-06,8.0,0.0,58.0
2021-01-07,4.0,0.0,26.0
2021-01-08,8.0,0.0,9.0
2021-01-09,16.0,0.0,8.0
2021-01-10,5.0,0.0,34.0
2021-01-11,9.0,0.0,7.0
2021-01-12,4.0,0.0,11.0
2021-01-13,4.0,0.0,138.0
2021-01-14,4.0,0.0,145.0
2021-01-15,15.0,0.0,40.0
2021-01-16,8.0,0.0,137.0
2021-01-17,8.0,0.0,8.0
2021-01-18,7.0,0.0,11.0
2021-01-19,4.0,0.0,14.0
2021-01-20,14.0,0.0,69.0
2021-01-21,11.0,0.0,64.0
2021-01-22,12.0,0.0,74.0
2021-01-23,18.0,0.0,20.0
2021-01-24,7.0,0.0,54.0
2021-01-25,11.0,0.0,52.0
2021-01-26,11.0,0.0,50.0
2021-01-27,11.0,0.0,94.0
2021-01-28,7.0,0.0,95.0
2021-01-29,10.0,0.0,71.0
2021-01-30,16.0,0.0,48.0
2021-01-31,13.0,0.0,69.0
2021-02-01,14.0,0.0,80.0
2021-02-02,10.0,0.0,58.0
2021-02-03,21.0,0.0,67.0
2021-02-04,18.0,0.0,68.0
2021-02-05,17.0,0.0,55.0
2021-02-06,19.0,0.0,61.0
2021-02-07,12.0,0.0,52.0
2021-02-08,15.0,0.0,69.0
2021-02-09,24.0,0.0,52.0
2021-02-10,13.0,0.0,65.0
2021-02-11,14.0,0.0,105.0
2021-02-12,13.0,0.0,68.0
2021-02-13,17.0,0.0,26.0
2021-02-14,5.0,0.0,12.0
2021-02-15,7.0,0.0,8.0
2021-02-16,10.0,0.0,2.0
2021-02-17,8.0,0.0,7.0
2021-02-18,22.0,0.0,53.0
2021-02-19,25.0,0.0,96.0
2021-02-20,13.0,0.0,156.0
2021-02-21,8.0,0.0,239.0
2021-02-22,5.0,0.0,20.0
2021-02-23,6.0,0.0,6.0
2021-02-24,14.0,0.0,13.0
2021-02-25,12.0,0.0,22.0
2021-02-26,12.0,0.0,72.0
2021-02-27,11.0,0.0,46.0
2021-02-28,10.0,0.0,42.0
2021-03-01,9.0,0.0,29.0
2021-03-02,5.0,0.0,4.0
2021-03-03,6.0,0.0,47.0
2021-03-04,7.0,0.0,20.0
2021-03-05,5.0,0.0,15.0
2021-03-06,6.0,0.0,19.0
2021-03-07,7.0,0.0,42.0
2021-03-08,3.0,0.0,51.0
2021-03-09,8.0,0.0,5.0
2021-03-10,9.0,0.0,7.0
2021-03-11,5.0,0.0,17.0
2021-03-12,9.0,0.0,63.0
2021-03-13,3.0,0.0,86.0
2021-03-14,3.0,0.0,72.0
2021-03-15,4.0,0.0,63.0
2021-03-16,3.0,0.0,8.0
2021-03-17,5.0,0.0,11.0
2021-03-18,2.0,0.0,18.0
2021-03-19,3.0,0.0,21.0
2021-03-20,2.0,0.0,13.0
2021-03-21,4.0,0.0,30.0
2021-03-22,4.0,0.0,38.0
2021-03-23,5.0,0.0,4.0
2021-03-24,6.0,0.0,20.0
2021-03-25,2.0,0.0,47.0
2021-03-26,2.0,0.0,56.0
2021-03-27,1.0,0.0,54.0
2021-03-28,2.0,0.0,10.0
2021-03-29,4.0,0.0,11.0
2021-03-30,5.0,0.0,16.0
2021-03-31,5.0,0.0,5.0
2021-04-01,7.0,0.0,106.0
2021-04-02,6.0,0.0,6.0
2021-04-03,5.0,0.0,17.0
2021-04-04,3.0,0.0,103.0
2021-04-05,2.0,0.0,2.0
2021-04-06,7.0,0.0,10.0
2021-04-07,5.0,0.0,382.0
2021-04-08,4.0,0.0,242.0
2021-04-09,4.0,0.0,60.0
2021-04-10,5.0,0.0,401.0
2021-04-11,8.0,0.0,224.0
2021-04-12,8.0,0.0,201.0
2021-04-13,4.0,0.0,204.0
2021-04-14,12.0,0.0,137.0
2021-04-15,8.0,0.0,161.0
2021-04-16,10.0,0.0,147.0
2021-04-17,2.0,0.0,144.0
2021-04-18,5.0,0.0,72.0
2021-04-19,8.0,0.0,150.0
2021-04-20,8.0,0.0,88.0
2021-04-21,3.0,0.0,93.0
2021-04-22,11.0,0.0,124.0
2021-04-23,7.0,0.0,105.0
2021-04-24,8.0,0.0,159.0
2021-04-25,11.0,0.0,145.0
2021-04-26,10.0,0.0,109.0
2021-04-27,13.0,0.0,70.0
2021-04-28,13.0,0.0,63.0
2021-04-29,30.0,0.0,229.0
2021-04-30,14.0,0.0,89.0
2021-05-01,15.0,0.0,120.0
2021-05-02,12.0,0.0,77.0
2021-05-03,18.0,0.0,94.0
2021-05-04,23.0,0.0,97.0
2021-05-05,17.0,0.0,178.0
2021-05-06,19.0,0.0,191.0
2021-05-07,22.0,0.0,108.0
2021-05-08,25.0,0.0,170.0
2021-05-09,26.0,0.0,203.0
2021-05-10,17.0,0.0,90.0
2021-05-11,22.0,0.0,58.0
2021-05-12,39.0,0.0,94.0
2021-05-13,27.0,0.0,107.0
2021-05-14,34.0,0.0,137.0
2021-05-15,44.0,0.0,93.0
2021-05-16,36.0,2.0,140.0
2021-05-17,45.0,0.0,71.0
2021-05-18,47.0,0.0,110.0
2021-05-19,46.0,0.0,135.0
2021-05-20,59.0,0.0,134.0
2021-05-21,50.0,0.0,122.0
2021-05-22,50.0,0.0,183.0
2021-05-23,49.0,5.0,5.0
2021-05-24,61.0,0.0,32.0
2021-05-25,60.0,0.0,36.0
2021-05-26,63.0,0.0,150.0
2021-05-27,59.0,0.0,210.0
2021-05-28,61.0,0.0,187.0
2021-05-29,98.0,5.0,156.0
2021-05-30,79.0,0.0,138.0
2021-05-31,67.0,0.0,106.0
2021-06-01,71.0,1.0,46.0
2021-06-02,126.0,1.0,146.0
2021-06-03,103.0,0.0,199.0
2021-06-04,86.0,2.0,180.0
2021-06-05,109.0,2.0,195.0
2021-06-06,87.0,0.0,166.0
2021-06-07,82.0,1.0,71.0
2021-06-08,76.0,2.0,95.0
2021-06-09,75.0,0.0,126.0
2021-06-10,73.0,0.0,122.0
2021-06-11,84.0,2.0,195.0
2021-06-12,76.0,1.0,145.0
2021-06-13,64.0,1.0,136.0
2021-06-14,60.0,0.0,57.0
2021-06-15,101.0,2.0,118.0
2021-06-16,73.0,0.0,158.0
2021-06-17,60.0,0.0,155.0
2021-06-18,74.0,1.0,109.0
2021-06-19,72.0,2.0,153.0
2021-06-20,60.0,2.0,83.0
2021-06-21,69.0,4.0,128.0
2021-06-22,77.0,0.0,60.0
2021-06-23,83.0,1.0,119.0
2021-06-24,84.0,3.0,108.0
2021-06-25,82.0,2.0,116.0
2021-06-26,81.0,0.0,92.0
2021-06-27,60.0,3.0,128.0
2021-06-28,57.0,2.0,84.0
2021-06-29,107.0,2.0,101.0
2021-06-30,62.0,3.0,105.0
2021-07-01,84.0,0.0,135.0
2021-07-02,73.0,5.0,176.0
2021-07-03,107.0,0.0,90.0
2021-07-04,63.0,7.0,86.0
2021-07-05,77.0,7.0,43.0
2021-07-06,103.0,7.0,104.0
2021-07-07,91.0,8.0,163.0
2021-07-08,135.0,6.0,191.0
2021-07-09,77.0,11.0,70.0
2021-07-10,87.0,8.0,96.0
2021-07-11,91.0,16.0,99.0
2021-07-12,102.0,17.0,100.0
2021-07-13,125.0,15.0,77.0
2021-07-14,118.0,11.0,140.0
2021-07-15,110.0,2.0,82.0
2021-07-16,115.0,18.0,162.0
2021-07-17,138.0,0.0,122.0
2021-07-18,153.0,29.0,116.0
2021-07-19,129.0,0.0,72.0
2021-07-20,93.0,80.0,58.0
2021-07-21,199.0,36.0,30.0
2021-07-22,134.0,0.0,17.0
2021-07-23,144.0,0.0,0.0
2021-07-24,184.0,0.0,240.0
2021-07-25,92.0,0.0,93.0
2021-07-26,207.0,154.0,23.0
2021-07-27,203.0,0.0,71.0
2021-07-28,147.0,106.0,83.0
2021-07-29,174.0,392.0,176.0
2021-07-30,134.0,139.0,145.0
2021-07-31,165.0,145.0,167.0
2021-08-01,160.0,0.0,127.0
2021-08-02,219.0,575.0,77.0
2021-08-03,195.0,190.0,48.0
2021-08-04,257.0,256.0,90.0
2021-08-05,164.0,393.0,196.0
2021-08-06,160.0,296.0,246.0
2021-08-07,210.0,234.0,162.0
2021-08-08,360.0,147.0,287.0
2021-08-09,212.0,360.0,6.0
2021-08-10,201.0,388.0,92.0
2021-08-11,211.0,342.0,154.0
2021-08-12,318.0,326.0,165.0
2021-08-13,277.0,275.0,299.0
2021-08-14,260.0,349.0,232.0
2021-08-15,282.0,337.0,270.0
2021-08-16,274.0,367.0,26.0
2021-08-17,293.0,331.0,96.0
2021-08-18,225.0,298.0,161.0
2021-08-19,178.0,380.0,258.0
2021-08-20,233.0,390.0,317.0
2021-08-21,223.0,0.0,398.0
2021-08-22,232.0,737.0,214.0
2021-08-23,174.0,389.0,151.0
2021-08-24,211.0,348.0,303.0
2021-08-25,265.0,335.0,228.0
2021-08-26,393.0,318.0,236.0
2021-08-27,339.0,386.0,113.0
2021-08-28,252.0,352.0,167.0
2021-08-29,285.0,344.0,101.0
2021-08-30,295.0,315.0,221.0
2021-08-31,282.0,0.0,118.0
2021-09-01,278.0,804.0,85.0
2021-09-02,249.0,270.0,147.0
2021-09-03,330.0,308.0,193.0
2021-09-04,362.0,347.0,189.0
2021-09-05,336.0,281.0,172.0
2021-09-06,272.0,311.0,103.0
2021-09-07,311.0,316.0,161.0
2021-09-08,361.0,434.0,174.0
2021-09-09,323.0,335.0,61.0
2021-09-10,341.0,275.0,166.0
2021-09-11,592.0,273.0,79.0
2021-09-12,292.0,261.0,167.0
2021-09-13,413.0,381.0,162.0
2021-09-14,463.0,276.0,222.0
2021-09-15,422.0,250.0,213.0
2021-09-16,346.0,239.0,276.0
2021-09-17,388.0,212.0,310.0
2021-09-18,324.0,220.0,255.0
2021-09-19,376.0,233.0,205.0
2021-09-20,301.0,215.0,146.0
2021-09-21,334.0,240.0,140.0
2021-09-22,487.0,236.0,154.0
2021-09-23,366.0,439.0,177.0
2021-09-24,0.0,0.0,0.0
2021-09-25,228.0,180.0,0.0
2021-09-26,278.0,184.0,0.0
2021-09-27,258.0,174.0,89.0
2021-09-28,240.0,178.0,484.0
2021-09-29,208.0,162.0,186.0
2021-09-30,192.0,203.0,130.0
2021-10-01,121.0,136.0,199.0
2021-10-02,109.0,164.0,163.0
2021-10-03,118.0,114.0,112.0
2021-10-04,76.0,130.0,60.0
2021-10-05,117.0,134.0,0.0
2021-10-06,105.0,119.0,0.0
2021-10-07,132.0,125.0,109.0
2021-10-08,78.0,114.0,295.0
2021-10-09,74.0,105.0,273.0
2021-10-10,64.0,113.0,119.0
2021-10-11,93.0,115.0,36.0
2021-10-12,103.0,93.0,236.0
2021-10-13,68.0,106.0,173.0
2021-10-14,88.0,81.0,152.0
2021-10-15,89.0,93.0,203.0
2021-10-16,88.0,88.0,156.0
2021-10-17,63.0,63.0,95.0
2021-10-18,72.0,75.0,86.0
2021-10-19,69.0,75.0,211.0
2021-10-20,76.0,72.0,5.0
2021-10-21,96.0,21.0,260.0
2021-10-22,78.0,106.0,283.0
2021-10-23,42.0,77.0,65.0
2021-10-24,46.0,53.0,208.0
2021-10-25,92.0,65.0,149.0
2021-10-26,84.0,64.0,135.0
2021-10-27,98.0,54.0,271.0
2021-10-28,95.0,54.0,227.0
2021-10-29,63.0,56.0,46.0
2021-10-30,44.0,64.0,423.0
2021-10-31,36.0,53.0,128.0
2021-11-01,63.0,52.0,104.0
2021-11-02,70.0,70.0,128.0
2021-11-03,46.0,78.0,182.0
2021-11-04,64.0,59.0,239.0
2021-11-05,47.0,70.0,260.0
2021-11-06,54.0,58.0,154.0
2021-11-07,35.0,61.0,191.0
2021-11-08,58.0,67.0,91.0
2021-11-09,78.0,88.0,46.0
2021-11-10,59.0,79.0,98.0
2021-11-11,49.0,84.0,201.0
2021-11-12,41.0,81.0,169.0
2021-11-13,55.0,88.0,237.0
2021-11-14,45.0,64.0,309.0
2021-11-15,53.0,101.0,128.0
2021-11-16,40.0,87.0,99.0
2021-11-17,68.0,67.0,309.0
2021-11-18,55.0,139.0,305.0
2021-11-19,45.0,102.0,276.0
2021-11-20,41.0,107.0,205.0
2021-11-21,24.0,76.0,171.0
2021-11-22,61.0,190.0,214.0
2021-11-23,47.0,167.0,194.0
2021-11-24,37.0,125.0,200.0
2021-11-25,48.0,164.0,193.0
2021-11-26,45.0,137.0,142.0
2021-11-27,40.0,148.0,188.0
2021-11-28,29.0,190.0,156.0
2021-11-29,61.0,173.0,140.0
2021-11-30,55.0,197.0,44.0
2021-12-01,49.0,196.0,167.0
2021-12-02,47.0,210.0,40.0
2021-12-03,17.0,200.0,235.0
2021-12-04,36.0,203.0,243.0
2021-12-05,40.0,199.0,156.0
2021-12-06,38.0,223.0,113.0
2021-12-07,66.0,217.0,92.0
2021-12-08,28.0,230.0,170.0
2021-12-09,41.0,256.0,175.0
2021-12-10,44.0,216.0,25.0
2021-12-11,31.0,209.0,135.0
2021-12-12,17.0,228.0,184.0
2021-12-13,29.0,242.0,61.0
2021-12-14,48.0,252.0,10.0
2021-12-15,33.0,283.0,98.0
2021-12-16,37.0,241.0,47.0
2021-12-17,18.0,246.0,74.0
2021-12-18,29.0,248.0,105.0
2021-12-19,19.0,215.0,64.0
2021-12-20,43.0,225.0,45.0
2021-12-21,57.0,250.0,0.0
2021-12-22,29.0,210.0,132.0
2021-12-23,44.0,280.0,65.0
2021-12-24,43.0,235.0,69.0
2021-12-25,7.0,241.0,137.0
2021-12-26,19.0,207.0,13.0
2021-12-27,35.0,204.0,11.0
2021-12-28,23.0,214.0,2.0
2021-12-29,36.0,245.0,28.0
2021-12-30,34.0,291.0,132.0
2021-12-31,25.0,226.0,131.0
2022-01-01,26.0,216.0,41.0
2022-01-02,19.0,221.0,25.0
2022-01-03,28.0,190.0,16.0
2022-01-04,31.0,224.0,18.0
2022-01-05,18.0,230.0,58.0
2022-01-06,19.0,169.0,81.0
