date,MYS,VNM,PHL
2020-06-24,3.0,0.0,1150.0
2020-06-25,6.0,3.0,466.0
2020-06-26,4.0,0.0,776.0
2020-06-27,6.0,1.0,998.0
2020-06-28,10.0,2.0,737.0
2020-06-29,18.0,0.0,647.0
2020-06-30,3.0,0.0,989.0
2020-07-01,2.0,0.0,1076.0
2020-07-02,1.0,0.0,997.0
2020-07-03,3.0,0.0,294.0
2020-07-04,5.0,0.0,1531.0
2020-07-05,10.0,0.0,1494.0
2020-07-06,5.0,0.0,2424.0
2020-07-07,5.0,14.0,2079.0
2020-07-08,6.0,0.0,1487.0
2020-07-09,3.0,0.0,2502.0
2020-07-10,6.0,0.0,1359.0
2020-07-11,13.0,1.0,1154.0
2020-07-12,8.0,0.0,1300.0
2020-07-13,14.0,2.0,2124.0
2020-07-14,7.0,0.0,652.0
2020-07-15,4.0,1.0,547.0
2020-07-16,5.0,8.0,1392.0
2020-07-17,3.0,0.0,2310.0
2020-07-18,18.0,1.0,1787.0
2020-07-19,9.0,0.0,2268.0
2020-07-20,15.0,1.0,2162.0
2020-07-21,21.0,1.0,1436.0
2020-07-22,15.0,17.0,1951.0
2020-07-23,16.0,7.0,1426.0
2020-07-24,9.0,4.0,2151.0
2020-07-25,21.0,3.0,2052.0
2020-07-26,23.0,3.0,1945.0
2020-07-27,13.0,2.0,2045.0
2020-07-28,7.0,11.0,1612.0
2020-07-29,39.0,15.0,1678.0
2020-07-30,13.0,13.0,1747.0
2020-07-31,8.0,50.0,3871.0
2020-08-01,12.0,49.0,3980.0
2020-08-02,9.0,32.0,4882.0
2020-08-03,14.0,31.0,4951.0
2020-08-04,2.0,31.0,3226.0
2020-08-05,1.0,20.0,6188.0
2020-08-06,21.0,45.0,3381.0
2020-08-07,15.0,33.0,3476.0
2020-08-08,25.0,39.0,3284.0
2020-08-09,7.0,23.0,4145.0
2020-08-10,13.0,29.0,3109.0
2020-08-11,11.0,6.0,6638.0
2020-08-12,9.0,19.0,2756.0
2020-08-13,11.0,17.0,4217.0
2020-08-14,15.0,28.0,3921.0
2020-08-15,20.0,19.0,6122.0
2020-08-16,26.0,21.0,4351.0
2020-08-17,25.0,13.0,3242.0
2020-08-18,12.0,19.0,3217.0
2020-08-19,7.0,6.0,4747.0
2020-08-20,16.0,4.0,4559.0
2020-08-21,5.0,14.0,4339.0
2020-08-22,9.0,2.0,4343.0
2020-08-23,8.0,5.0,4858.0
2020-08-24,10.0,2.0,2343.0
2020-08-25,7.0,6.0,4633.0
2020-08-26,11.0,7.0,2885.0
2020-08-27,6.0,5.0,5248.0
2020-08-28,5.0,2.0,3213.0
2020-08-29,10.0,2.0,3949.0
2020-08-30,11.0,2.0,3618.0
2020-08-31,17.0,0.0,4265.0
2020-09-01,6.0,4.0,3404.0
2020-09-02,14.0,0.0,3441.0
2020-09-03,6.0,2.0,2194.0
2020-09-04,14.0,0.0,1987.0
2020-09-05,11.0,3.0,3638.0
2020-09-06,6.0,0.0,2485.0
2020-09-07,6.0,0.0,2818.0
2020-09-08,62.0,0.0,1362.0
2020-09-09,100.0,5.0,3281.0
2020-09-10,24.0,5.0,3139.0
2020-09-11,45.0,0.0,3798.0
2020-09-12,182.0,1.0,4008.0
2020-09-13,58.0,0.0,4931.0
2020-09-14,47.0,3.0,3326.0
2020-09-15,31.0,0.0,4674.0
2020-09-16,23.0,0.0,3544.0
2020-09-17,62.0,0.0,3507.0
2020-09-18,21.0,3.0,3355.0
2020-09-19,95.0,2.0,3257.0
2020-09-20,20.0,0.0,3905.0
2020-09-21,52.0,0.0,3284.0
2020-09-22,57.0,0.0,3439.0
2020-09-23,82.0,0.0,1604.0
2020-09-24,147.0,1.0,2833.0
2020-09-25,71.0,0.0,2148.0
2020-09-26,111.0,0.0,2606.0
2020-09-27,82.0,0.0,1886.0
2020-09-28,150.0,5.0,2984.0
2020-09-29,115.0,3.0,3063.0
2020-09-30,101.0,17.0,1990.0
2020-10-01,89.0,1.0,2396.0
2020-10-02,260.0,0.0,2403.0
2020-10-03,287.0,1.0,2589.0
2020-10-04,317.0,0.0,2651.0
2020-10-05,293.0,0.0,3164.0
2020-10-06,432.0,1.0,2269.0
2020-10-07,691.0,1.0,2072.0
2020-10-08,489.0,1.0,2825.0
2020-10-09,375.0,1.0,2232.0
2020-10-10,354.0,5.0,2808.0
2020-10-11,374.0,2.0,2162.0
2020-10-12,561.0,2.0,2413.0
2020-10-13,563.0,1.0,3471.0
2020-10-14,660.0,3.0,1903.0
2020-10-15,660.0,9.0,1811.0
2020-10-16,589.0,2.0,2174.0
2020-10-17,629.0,0.0,3052.0
2020-10-18,869.0,2.0,2590.0
2020-10-19,871.0,8.0,2266.0
2020-10-20,865.0,6.0,2650.0
2020-10-21,862.0,1.0,1565.0
2020-10-22,732.0,4.0,1490.0
2020-10-23,847.0,3.0,1652.0
2020-10-24,710.0,0.0,1886.0
2020-10-25,1228.0,12.0,2043.0
2020-10-26,823.0,8.0,2218.0
2020-10-27,1240.0,1.0,1607.0
2020-10-28,835.0,3.0,1497.0
2020-10-29,801.0,1.0,2053.0
2020-10-30,649.0,4.0,1747.0
2020-10-31,799.0,0.0,1999.0
2020-11-01,659.0,3.0,1791.0
2020-11-02,957.0,0.0,2385.0
2020-11-03,834.0,12.0,2287.0
2020-11-04,1054.0,11.0,1772.0
2020-11-05,1032.0,4.0,965.0
2020-11-06,1009.0,3.0,1591.0
2020-11-07,1755.0,3.0,2087.0
2020-11-08,1168.0,0.0,2149.0
2020-11-09,852.0,0.0,2438.0
2020-11-10,972.0,3.0,2058.0
2020-11-11,869.0,10.0,1295.0
2020-11-12,822.0,26.0,1667.0
2020-11-13,919.0,1.0,1409.0
2020-11-14,1304.0,3.0,1867.0
2020-11-15,1114.0,9.0,1621.0
2020-11-16,1208.0,16.0,1528.0
2020-11-17,1103.0,2.0,1738.0
2020-11-18,1210.0,5.0,1140.0
2020-11-19,660.0,12.0,1379.0
2020-11-20,1290.0,4.0,1335.0
2020-11-21,958.0,1.0,1633.0
2020-11-22,1041.0,1.0,1789.0
2020-11-23,1096.0,1.0,1965.0
2020-11-24,1884.0,5.0,1789.0
2020-11-25,2188.0,4.0,1118.0
2020-11-26,970.0,5.0,1183.0
2020-11-27,935.0,10.0,1382.0
2020-11-28,1109.0,8.0,1617.0
2020-11-29,1315.0,2.0,1886.0
2020-11-30,1309.0,2.0,2067.0
2020-12-01,1212.0,4.0,1770.0
2020-12-02,1472.0,4.0,1292.0
2020-12-03,851.0,7.0,1433.0
2020-12-04,1075.0,3.0,1059.0
2020-12-05,1141.0,0.0,925.0
2020-12-06,1123.0,4.0,1730.0
2020-12-07,1335.0,1.0,1759.0
2020-12-08,1600.0,1.0,1560.0
2020-12-09,1012.0,10.0,1392.0
2020-12-10,959.0,4.0,1379.0
2020-12-11,2234.0,4.0,1379.0
2020-12-12,1810.0,6.0,1495.0
2020-12-13,1937.0,4.0,1301.0
2020-12-14,1229.0,2.0,1063.0
2020-12-15,1371.0,5.0,1310.0
2020-12-16,1772.0,3.0,1128.0
2020-12-17,1295.0,0.0,1145.0
2020-12-18,1220.0,2.0,1463.0
2020-12-19,1683.0,3.0,2113.0
2020-12-20,1153.0,1.0,1482.0
2020-12-21,1340.0,2.0,1749.0
2020-12-22,2018.0,1.0,1717.0
2020-12-23,2062.0,6.0,1314.0
2020-12-24,1348.0,1.0,1133.0
2020-12-25,1581.0,12.0,1768.0
2020-12-26,1247.0,6.0,1883.0
2020-12-27,2335.0,1.0,1404.0
2020-12-28,1196.0,1.0,881.0
2020-12-29,1594.0,10.0,756.0
2020-12-30,1925.0,3.0,878.0
2020-12-31,1870.0,2.0,1005.0
2021-01-01,4593.0,18.0,3296.0
2021-01-02,2295.0,8.0,1097.0
2021-01-03,1704.0,12.0,886.0
2021-01-04,1741.0,3.0,954.0
2021-01-05,2027.0,7.0,934.0
2021-01-06,2593.0,1.0,1047.0
2021-01-07,3027.0,4.0,1339.0
2021-01-08,2643.0,3.0,1769.0
2021-01-09,2451.0,1.0,1939.0
2021-01-10,2433.0,1.0,1900.0
2021-01-11,2232.0,1.0,2050.0
2021-01-12,3309.0,5.0,1513.0
2021-01-13,2985.0,1.0,1446.0
2021-01-14,3337.0,10.0,1905.0
2021-01-15,3211.0,5.0,2035.0
2021-01-16,4029.0,1.0,2049.0
2021-01-17,3339.0,0.0,1891.0
2021-01-18,3306.0,2.0,2159.0
2021-01-19,3631.0,1.0,1345.0
2021-01-20,4008.0,4.0,1857.0
2021-01-21,3170.0,2.0,1775.0
2021-01-22,3631.0,2.0,2173.0
2021-01-23,4275.0,0.0,1788.0
2021-01-24,3346.0,0.0,1949.0
2021-01-25,3048.0,1.0,1374.0
2021-01-26,3585.0,2.0,1169.0
2021-01-27,3680.0,2.0,2244.0
2021-01-28,4094.0,98.0,1158.0
2021-01-29,5725.0,88.0,1843.0
2021-01-30,5728.0,42.0,2108.0
2021-01-31,5298.0,38.0,2099.0
2021-02-01,4214.0,32.0,1656.0
2021-02-02,3455.0,40.0,1582.0
2021-02-03,4284.0,57.0,1257.0
2021-02-04,4571.0,9.0,1584.0
2021-02-05,3391.0,19.0,1887.0
2021-02-06,3847.0,9.0,1940.0
2021-02-07,3731.0,20.0,1785.0
2021-02-08,3100.0,48.0,1687.0
2021-02-09,2764.0,17.0,1223.0
2021-02-10,3288.0,39.0,1333.0
2021-02-11,3384.0,31.0,1730.0
2021-02-12,3318.0,2.0,2017.0
2021-02-13,3499.0,53.0,1953.0
2021-02-14,2464.0,34.0,1927.0
2021-02-15,2186.0,42.0,1680.0
2021-02-16,2710.0,40.0,1385.0
2021-02-17,2998.0,18.0,1179.0
2021-02-18,2712.0,18.0,1739.0
2021-02-19,2936.0,15.0,1900.0
2021-02-20,2461.0,6.0,2223.0
2021-02-21,3297.0,15.0,1887.0
2021-02-22,2192.0,12.0,2283.0
2021-02-23,2468.0,8.0,1412.0
2021-02-24,3545.0,9.0,1549.0
2021-02-25,1924.0,9.0,2264.0
2021-02-26,2253.0,5.0,2650.0
2021-02-27,2364.0,6.0,2913.0
2021-02-28,2437.0,16.0,2105.0
2021-03-01,1828.0,24.0,2031.0
2021-03-02,1555.0,3.0,2065.0
2021-03-03,1745.0,7.0,1775.0
2021-03-04,2063.0,6.0,2444.0
2021-03-05,2154.0,13.0,3040.0
2021-03-06,1680.0,8.0,3437.0
2021-03-07,1683.0,3.0,3271.0
2021-03-08,1529.0,12.0,3353.0
2021-03-09,1280.0,2.0,2662.0
2021-03-10,1448.0,3.0,2877.0
2021-03-11,1647.0,6.0,3741.0
2021-03-12,1575.0,15.0,4571.0
2021-03-13,1470.0,3.0,4988.0
2021-03-14,1354.0,1.0,4890.0
2021-03-15,1208.0,5.0,5394.0
2021-03-16,1063.0,1.0,4428.0
2021-03-17,1219.0,7.0,4383.0
2021-03-18,1213.0,3.0,5269.0
2021-03-19,1576.0,1.0,7094.0
2021-03-20,1671.0,1.0,7980.0
2021-03-21,1327.0,0.0,7736.0
2021-03-22,1116.0,3.0,8013.0
2021-03-23,1384.0,1.0,5861.0
2021-03-24,1268.0,0.0,6628.0
2021-03-25,1360.0,5.0,8743.0
2021-03-26,1275.0,5.0,9829.0
2021-03-27,1199.0,4.0,9570.0
2021-03-28,1302.0,1.0,9461.0
2021-03-29,941.0,3.0,10007.0
2021-03-30,1133.0,0.0,9275.0
2021-03-31,1482.0,9.0,6107.0
2021-04-01,1178.0,14.0,8920.0
2021-04-02,1294.0,3.0,15280.0
2021-04-03,1638.0,9.0,12556.0
2021-04-04,1349.0,2.0,11020.0
2021-04-05,1070.0,6.0,8344.0
2021-04-06,1300.0,11.0,9363.0
2021-04-07,1139.0,11.0,6400.0
2021-04-08,1285.0,10.0,9179.0
2021-04-09,1854.0,14.0,12206.0
2021-04-10,1510.0,9.0,12652.0
2021-04-11,1739.0,4.0,11660.0
2021-04-12,1317.0,11.0,11365.0
2021-04-13,1767.0,10.0,8546.0
2021-04-14,1889.0,20.0,8098.0
2021-04-15,2148.0,21.0,11389.0
2021-04-16,2551.0,15.0,10706.0
2021-04-17,2331.0,8.0,11084.0
2021-04-18,2195.0,4.0,10082.0
2021-04-19,2078.0,6.0,9610.0
2021-04-20,2341.0,10.0,7353.0
2021-04-21,2340.0,11.0,9202.0
2021-04-22,2875.0,12.0,8739.0
2021-04-23,2847.0,8.0,8698.0
2021-04-24,2717.0,1.0,9680.0
2021-04-25,2690.0,13.0,8100.0
2021-04-26,2776.0,6.0,8915.0
2021-04-27,2733.0,5.0,7186.0
2021-04-28,3142.0,8.0,6862.0
2021-04-29,3332.0,49.0,8250.0
2021-04-30,3788.0,14.0,8715.0
2021-05-01,2881.0,14.0,9210.0
2021-05-02,3418.0,20.0,8333.0
2021-05-03,2500.0,23.0,7240.0
2021-05-04,3120.0,11.0,5660.0
2021-05-05,3744.0,34.0,5665.0
2021-05-06,3551.0,61.0,6617.0
2021-05-07,4498.0,61.0,7718.0
2021-05-08,4519.0,93.0,6964.0
2021-05-09,3733.0,167.0,7146.0
2021-05-10,3807.0,77.0,6833.0
2021-05-11,3973.0,82.0,4704.0
2021-05-12,4765.0,87.0,4822.0
2021-05-13,4855.0,82.0,6344.0
2021-05-14,4113.0,96.0,6765.0
2021-05-15,4140.0,276.0,6725.0
2021-05-16,3780.0,100.0,5773.0
2021-05-17,4446.0,166.0,5955.0
2021-05-18,4865.0,165.0,4470.0
2021-05-19,6075.0,177.0,4684.0
2021-05-20,6806.0,113.0,6083.0
2021-05-21,6493.0,128.0,6248.0
2021-05-22,6320.0,158.0,6821.0
2021-05-23,6976.0,156.0,1584.0
2021-05-24,6509.0,186.0,4909.0
2021-05-25,7289.0,470.0,3966.0
2021-05-26,7478.0,180.0,5281.0
2021-05-27,7857.0,245.0,6459.0
2021-05-28,8290.0,301.0,8733.0
2021-05-29,9020.0,251.0,7430.0
2021-05-30,6999.0,260.0,7048.0
2021-05-31,6824.0,264.0,6673.0
2021-06-01,7105.0,193.0,5169.0
2021-06-02,7703.0,245.0,5223.0
2021-06-03,8209.0,245.0,7205.0
2021-06-04,7748.0,249.0,7431.0
2021-06-05,7452.0,216.0,6932.0
2021-06-06,6241.0,211.0,7215.0
2021-06-07,5271.0,236.0,6531.0
2021-06-08,5566.0,195.0,4759.0
2021-06-09,6239.0,413.0,5447.0
2021-06-10,5671.0,200.0,7461.0
2021-06-11,6849.0,213.0,6662.0
2021-06-12,5793.0,289.0,8012.0
2021-06-13,5304.0,293.0,7290.0
2021-06-14,4949.0,251.0,6415.0
2021-06-15,5419.0,423.0,5376.0
2021-06-16,5150.0,490.0,5402.0
2021-06-17,5738.0,437.0,6623.0
2021-06-18,6440.0,277.0,6818.0
2021-06-19,5911.0,470.0,6951.0
2021-06-20,5293.0,280.0,5778.0
2021-06-21,4611.0,272.0,5238.0
2021-06-22,4743.0,252.0,3651.0
2021-06-23,5244.0,207.0,4338.0
2021-06-24,5841.0,334.0,6024.0
2021-06-25,5812.0,792.0,6799.0
2021-06-26,5803.0,210.0,6856.0
2021-06-27,5586.0,415.0,6088.0
2021-06-28,5218.0,396.0,5595.0
2021-06-29,6437.0,371.0,4471.0
2021-06-30,6276.0,545.0,4492.0
2021-07-01,6988.0,675.0,5784.0
2021-07-02,6982.0,633.0,6185.0
2021-07-03,6658.0,950.0,5892.0
2021-07-04,6045.0,951.0,5951.0
2021-07-05,6387.0,1051.0,5364.0
2021-07-06,7654.0,1029.0,4103.0
2021-07-07,7097.0,1044.0,4280.0
2021-07-08,8868.0,1425.0,5473.0
2021-07-09,9180.0,1798.0,5870.0
2021-07-10,9353.0,1862.0,5665.0
2021-07-11,9105.0,2008.0,5754.0
2021-07-12,8574.0,2187.0,5193.0
2021-07-13,11079.0,2744.0,3595.0
2021-07-14,11618.0,2830.0,3793.0
2021-07-15,13215.0,4049.0,5208.0
2021-07-16,12541.0,4004.0,5667.0
2021-07-17,12528.0,4710.0,6025.0
2021-07-18,10710.0,4843.0,5401.0
2021-07-19,10972.0,4335.0,5642.0
2021-07-20,12366.0,5427.0,4502.0
2021-07-21,11985.0,5537.0,6549.0
2021-07-22,13034.0,7125.0,5814.0
2021-07-23,15573.0,8688.0,6814.0
2021-07-24,15902.0,7956.0,6210.0
2021-07-25,17045.0,6260.0,5456.0
2021-07-26,14516.0,7938.0,6502.0
2021-07-27,16117.0,8010.0,6955.0
2021-07-28,17405.0,6519.0,4364.0
2021-07-29,17170.0,9765.0,5709.0
2021-07-30,16840.0,7717.0,8556.0
2021-07-31,17786.0,8938.0,8136.0
2021-08-01,17150.0,7447.0,8641.0
2021-08-02,15764.0,7832.0,8067.0
2021-08-03,17105.0,9122.0,6820.0
2021-08-04,19819.0,7295.0,7207.0
2021-08-05,20596.0,7310.0,8033.0
2021-08-06,20889.0,8109.0,10608.0
2021-08-07,19257.0,8481.0,10997.0
2021-08-08,18688.0,9904.0,9487.0
2021-08-09,17236.0,9334.0,8782.0
2021-08-10,19991.0,8043.0,8423.0
2021-08-11,20780.0,8606.0,11905.0
2021-08-12,21668.0,5025.0,12201.0
2021-08-13,21468.0,9180.0,12857.0
2021-08-14,20670.0,9716.0,13885.0
2021-08-15,20546.0,9580.0,14369.0
2021-08-16,19740.0,8652.0,14404.0
2021-08-17,19631.0,9605.0,9770.0
2021-08-18,22242.0,8656.0,10698.0
2021-08-19,22948.0,10654.0,14461.0
2021-08-20,23564.0,10657.0,16788.0
2021-08-21,22262.0,13439.0,16234.0
2021-08-22,19807.0,11352.0,15723.0
2021-08-23,17672.0,10397.0,18310.0
2021-08-24,20837.0,10811.0,11891.0
2021-08-25,22642.0,12096.0,13372.0
2021-08-26,24599.0,11575.0,16127.0
2021-08-27,22070.0,17428.0,17652.0
2021-08-28,22597.0,12103.0,18829.0
2021-08-29,20579.0,12796.0,18341.0
2021-08-30,19268.0,14224.0,22194.0
2021-08-31,20897.0,12603.0,13709.0
2021-09-01,18762.0,11438.0,14124.0
2021-09-02,20988.0,13197.0,16395.0
2021-09-03,19378.0,14922.0,20085.0
2021-09-04,19057.0,9521.0,20622.0
2021-09-05,20396.0,13137.0,19951.0
2021-09-06,17352.0,12481.0,22380.0
2021-09-07,18547.0,14208.0,18001.0
2021-09-08,19733.0,12680.0,17775.0
2021-09-09,19307.0,12420.0,22734.0
2021-09-10,21176.0,13321.0,17912.0
2021-09-11,19550.0,11932.0,26238.0
2021-09-12,19198.0,12026.0,21370.0
2021-09-13,16073.0,11172.0,20684.0
2021-09-14,15669.0,10508.0,18012.0
2021-09-15,19495.0,10585.0,16909.0
2021-09-16,18815.0,10489.0,21208.0
2021-09-17,17577.0,11521.0,20277.0
2021-09-18,15549.0,9373.0,23062.0
2021-09-19,14954.0,10040.0,19201.0
2021-09-20,14345.0,8681.0,18876.0
2021-09-21,15759.0,11692.0,16272.0
2021-09-22,14990.0,11527.0,15515.0
2021-09-23,13754.0,9472.0,17327.0
2021-09-24,14554.0,8537.0,18599.0
2021-09-25,13899.0,9706.0,16835.0
2021-09-26,13104.0,10011.0,20696.0
2021-09-27,10959.0,9362.0,18320.0
2021-09-28,11332.0,4589.0,13808.0
2021-09-29,12434.0,8758.0,12753.0
2021-09-30,12735.0,11357.0,14241.0
2021-10-01,11889.0,6957.0,15466.0
2021-10-02,10915.0,5490.0,14739.0
2021-10-03,9066.0,5376.0,13166.0
2021-10-04,8075.0,5383.0,10723.0
2021-10-05,8817.0,4363.0,9034.0
2021-10-06,9380.0,4363.0,9868.0
2021-10-07,9890.0,4150.0,9964.0
2021-10-08,9751.0,4784.0,10559.0
2021-10-09,8743.0,4513.0,10963.0
2021-10-10,7373.0,3528.0,12119.0
2021-10-11,6709.0,3619.0,8235.0
2021-10-12,7276.0,2949.0,8517.0
2021-10-13,7950.0,3461.0,7123.0
2021-10-14,8084.0,4151.0,7835.0
2021-10-15,7420.0,3797.0,7505.0
2021-10-16,7509.0,3221.0,7718.0
2021-10-17,6145.0,3193.0,6888.0
2021-10-18,5434.0,3168.0,6896.0
2021-10-19,5745.0,3034.0,4474.0
2021-10-20,5516.0,3646.0,3592.0
2021-10-21,6210.0,3636.0,4806.0
2021-10-22,6630.0,3985.0,11005.0
2021-10-23,5828.0,3373.0,528.0
2021-10-24,5666.0,4045.0,5258.0
2021-10-25,4782.0,3639.0,4377.0
2021-10-26,5726.0,3595.0,4352.0
2021-10-27,6148.0,4411.0,3166.0
2021-10-28,6377.0,4892.0,3694.0
2021-10-29,6060.0,4899.0,7397.0
2021-10-30,5854.0,5227.0,3978.0
2021-10-31,4979.0,5519.0,3392.0
2021-11-01,4626.0,5598.0,3095.0
2021-11-02,5071.0,5637.0,1954.0
2021-11-03,5291.0,7106.0,1569.0
2021-11-04,5713.0,6580.0,1766.0
2021-11-05,4922.0,7504.0,2323.0
2021-11-06,4701.0,7491.0,2643.0
2021-11-07,4343.0,7646.0,2599.0
2021-11-08,4543.0,7988.0,2078.0
2021-11-09,5403.0,8133.0,1380.0
2021-11-10,6243.0,7930.0,2609.0
2021-11-11,6323.0,8162.0,1974.0
2021-11-12,6517.0,8982.0,1835.0
2021-11-13,5809.0,8467.0,2071.0
2021-11-14,5162.0,8176.0,1810.0
2021-11-15,5143.0,8616.0,1528.0
